code,description,sex,diagnosis_count
E10,Type 1 diabetes mellitus,Female,21379.0
E11,Type 2 diabetes mellitus,Female,22451.0
E12,Malnutrition-related diabetes mellitus,Female,4.0
E13,Other specified diabetes mellitus,Female,447.0
E14,Unspecified diabetes mellitus,Female,979.0
E15,Nondiabetic hypoglycaemic coma,Female,14.0
E16,Other disorders of pancreatic internal secretion,Female,11904.0
E20,Hypoparathyroidism,Female,164.0
E21,Hyperparathyroidism and other disorders of parathyroid gland,Female,3395.0
E22,Hyperfunction of pituitary gland,Female,4028.0
E23,Hypofunction and other disorders of pituitary gland,Female,1779.0
E24,Cushing syndrome,Female,909.0
E25,Adrenogenital disorders,Female,420.0
E26,Hyperaldosteronism,Female,455.0
E27,Other disorders of adrenal gland,Female,7004.0
E28,Ovarian dysfunction,Female,1331.0
E29,Testicular dysfunction,Female,7.0
E30,"Disorders of puberty, not elsewhere classified",Female,1582.0
E31,Polyglandular dysfunction,Female,14.0
E32,Diseases of thymus,Female,78.0
E34,Other endocrine disorders,Female,1081.0
E35,Disorders of endocrine glands in diseases classified elsewhere,Female,1.0
E40,Kwashiorkor,Female,1.0
E41,Nutritional marasmus,Female,61.0
E42,Marasmic kwashiorkor,Female,2.0
E43,Unspecified severe protein-energy malnutrition,Female,266.0
E44,Protein-energy malnutrition of moderate and mild degree,Female,3.0
E45,Retarded development following protein-energy malnutrition,Female,1.0
E46,Unspecified protein-energy malnutrition,Female,1392.0
E50,Vitamin A deficiency,Female,63.0
E51,Thiamine deficiency,Female,380.0
E52,Niacin deficiency [pellagra],Female,0.0
E53,Deficiency of other B group vitamins,Female,1742.0
E54,Ascorbic acid deficiency,Female,10.0
E55,Vitamin D deficiency,Female,932.0
E56,Other vitamin deficiencies,Female,113.0
E58,Dietary calcium deficiency,Female,23.0
E59,Dietary selenium deficiency,Female,3.0
E60,Dietary zinc deficiency,Female,1.0
E61,Deficiency of other nutrient elements,Female,6259.0
E63,Other nutritional deficiencies,Female,160.0
E65,Localized adiposity,Female,31.0
E66,Obesity,Female,8490.0
E67,Other hyperalimentation,Female,22.0
E70,Disorders of aromatic amino-acid metabolism,Female,116.0
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,Female,266.0
E72,Other disorders of amino-acid metabolism,Female,243.0
E73,Lactose intolerance,Female,129.0
E74,Other disorders of carbohydrate metabolism,Female,322.0
E75,Disorders of sphingolipid metabolism and other lipid storage disorders,Female,980.0
E76,Disorders of glycosaminoglycan metabolism,Female,254.0
E77,Disorders of glycoprotein metabolism,Female,40.0
E78,Disorders of lipoprotein metabolism and other lipidaemias,Female,844.0
E79,Disorders of purine and pyrimidine metabolism,Female,6.0
E80,Disorders of porphyrin and bilirubin metabolism,Female,469.0
E83,Disorders of mineral metabolism,Female,56099.0
E84,Cystic fibrosis,Female,3994.0
E85,Amyloidosis,Female,2257.0
E86,Volume depletion,Female,7238.0
E87,"Other disorders of fluid, electrolyte and acid-base balance",Female,59345.0
E88,Other metabolic disorders,Female,1103.0
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Female,550.0
E90,Nutritional and metabolic disorders in diseases classified elsewhere,Female,1.0
F00,Dementia in Alzheimer disease,Female,1343.0
F01,Vascular dementia,Female,2795.0
F02,Dementia in other diseases classified elsewhere,Female,173.0
F03,Unspecified dementia,Female,4577.0
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",Female,4.0
F05,"Delirium, not induced by alcohol and other psychoactive substances",Female,39695.0
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,Female,1144.0
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction",Female,371.0
F09,Unspecified organic or symptomatic mental disorder,Female,54.0
F10,Mental and behavioural disorders due to use of alcohol,Female,20062.0
F11,Mental and behavioural disorders due to use of opioids,Female,380.0
